"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"PSVECDistance","80076460","Function","mtx::vec","User Defined","23","0"
"PSQUATAdd","800764b4","Function","mtx::quat","User Defined","2","0"
"PSQUATMultiply","800764d8","Function","mtx","User Defined","12","0"
"PSQUATScale","80076534","Function","mtx","User Defined","3","0"
"PSQUATDotProduct","80076550","Function","mtx","User Defined","3","0"
"PSQUATNormalize","80076570","Function","mtx","User Defined","8","0"
"C_QUATRotAxisRad","800765c4","Function","mtx","User Defined","18","0"
"C_QUATMtx","80076650","Function","mtx","User Defined","2","0"
"C_QUATSlerp","800768a8","Function","mtx::quat","User Defined","2","0"
"PSMTXReorder","80076a1c","Function","mtx::psmtx","User Defined","16","0"
"__DVDInitWA","80076a68","Function","dvd::dvdlow","User Defined","1","0"
"__DVDInterruptHandler","80076aa8","Function","dvd::dvdlow","User Defined","3","0"
"AlarmHandler","80076d88","Function","dvd::dvdlow","User Defined","1","0"
"AlarmHandlerForTimeout","80076e0c","Function","dvd::dvdlow","User Defined","10","0"
"Read","80076e7c","Function","dvd::dvdlow","User Defined","5","0"
"SeekTwiceBeforeRead","80076f8c","Function","dvd::dvdlow","User Defined","2","0"
"DVDLowRead","8007700c","Function","dvd","User Defined","4","0"
"DVDLowSeek","800772a4","Function","dvd","User Defined","5","0"
"DVDLowWaitCoverClose","80077338","Function","dvd","User Defined","5","0"
"DVDLowReadDiskID","80077364","Function","dvd","User Defined","2","0"
"DVDLowStopMotor","80077408","Function","Global","User Defined","15","0"
"DVDLowRequestError","80077494","Function","dvd","User Defined","7","0"
"DVDLowInquiry","80077520","Function","Global","User Defined","1","0"
"DVDLowAudioStatus","800775bc","Function","Global","User Defined","4","0"
"DVDLowRequestAudioStatus","80077654","Function","Global","User Defined","5","0"
"DVDLowAudioBufferConfig","800776e0","Function","dvd","User Defined","3","0"
"DVDLowReset","8007777c","Function","dvd","User Defined","1","0"
"DVDLowBreak","80077838","Function","dvd","User Defined","1","0"
"DVDLowClearCallback","8007784c","Function","dvd::dvd","User Defined","1","0"
"__DVDLowSetWAType","80077868","Function","dvd::dvdlow","User Defined","1","0"
"__DVDLowTestAlarm","800778ac","Function","dvd","User Defined","1","0"
"__DVDFSInit","800778e4","Function","Global","User Defined","2","0"
"DVDConvertPathToEntrynum","8007791c","Function","dvd::dvdfs","User Defined","2","0"
"checkIllegal","80077a5c","Instruction Label","Global","User Defined","2","0"
"DVDFastOpen","80077c10","Function","dvd::dvdfs","User Defined","4","0"
"DVDOpen","80077c84","Function","dvd::dvdfs","User Defined","1","0"
"DVDClose","80077d4c","Function","dvd::dvdfs","User Defined","5","0"
"entryToPath","80077d70","Function","dvd::dvdfs","User Defined","2","0"
"DVDGetCurrentDir","80077ed0","Function","dvd::dvdfs","User Defined","1","0"
"DVDReadAsyncPrio","80077f94","Function","dvd::dvdfs","User Defined","7","0"
"cbForReadAsync","80078054","Function","dvd::dvdfs","User Defined","2","0"
"DVDReadPrio","80078084","Function","dvd::dvdfs","User Defined","1","0"
"cbForReadSync","8007819c","Function","dvd::dvdfs","User Defined","1","0"
"DVDPrepareStreamAsync","800781c0","Function","dvd::dvdfs","User Defined","8","0"
"cbForPrepareStreamAsync","800782ac","Function","dvd::dvdfs","User Defined","1","0"
"defaultOptionalCommandChecker","800782dc","Function","dvd::dvd","User Defined","2","0"
"DVDInit","800782e0","Function","dvd::dvd","User Defined","3","0"
"stateReadingFST","800783ac","Function","dvd::dvd","User Defined","2","0"
"cbForStateReadingFST","80078440","Function","dvd::dvd","User Defined","2","0"
"cbForStateError","800784cc","Function","dvd::dvd","User Defined","21","0"
"stateTimeout","80078578","Function","dvd::dvd","User Defined","2","0"
"stateGettingError","800785ac","Function","dvd::dvd","User Defined","1","0"
"CategorizeError","800785d4","Function","dvd::dvd","User Defined","1","0"
"cbForStateGettingError","80078688","Function","dvd::dvd","User Defined","6","0"
"cbForUnrecoveredError","8007891c","Function","dvd::dvd","User Defined","1","0"
"cbForUnrecoveredErrorRetry","80078984","Function","dvd::dvd","User Defined","1","0"
"stateGoToRetry","80078a1c","Function","dvd::dvd","User Defined","2","0"
"cbForStateGoToRetry","80078a44","Function","dvd::dvd","User Defined","1","0"
"stateCheckID","80078b9c","Function","dvd::dvd","User Defined","1","0"
"stateCheckID3","80078c7c","Function","dvd::dvd","User Defined","2","0"
"stateCheckID2a","80078cb0","Function","dvd::dvd","User Defined","2","0"
"cbForStateCheckID2a","80078ce4","Function","dvd::dvd","User Defined","1","0"
"stateCheckID2","80078d58","Function","dvd::dvd","User Defined","1","0"
"cbForStateCheckID1","80078d90","Function","dvd::dvd","User Defined","2","0"
"cbForStateCheckID2","80078ea4","Function","dvd::dvd","User Defined","1","0"
"cbForStatecheckID3","80078f88","Function","dvd::dvd","User Defined","1","0"
"AlarmHandler","80079084","Function","dvd::dvd","User Defined","3","0"
"stateCoverClosed","800790c8","Function","dvd::dvd","User Defined","1","0"
"stateCoverClosed_CMD","80079194","Function","dvd::dvd","User Defined","2","0"
"cbForStateCoverClosed","800791c4","Function","dvd::dvd","User Defined","1","0"
"stateMotorStopped","80079234","Function","dvd::dvd","User Defined","4","0"
"cbForStateMotorStopped","8007925c","Function","dvd::dvd","User Defined","5","0"
"stateReady","80079340","Function","dvd::dvd","User Defined","33","0"
"stateBusy","80079570","Function","dvd::dvd","User Defined","6","0"
"switchD","800795ac","Instruction Label","switchD_800795ac","Analysis","0","0"
"caseD_5","800795b0","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_1","800795dc","Instruction Label","switchD_800795ac","Analysis","3","0"
"caseD_4","800795dc","Instruction Label","switchD_800795ac","Analysis","0","0"
"caseD_2","8007967c","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_3","800796a0","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_f","800796b0","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_6","800796c0","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_7","80079724","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_8","80079750","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_9","80079784","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_a","800797a8","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_b","800797cc","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_c","800797f0","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_d","80079814","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_e","8007983c","Instruction Label","switchD_800795ac","Analysis","2","0"
"caseD_0","80079868","Instruction Label","switchD_800795ac","Analysis","3","0"
"cbForStateBusy","80079890","Function","dvd::dvd","User Defined","17","0"
"DVDReadAbsAsyncPrio","80079ec8","Function","dvd","User Defined","7","0"
"DVDReadAbsAsyncForBS","80079fa4","Function","dvd::dvd","User Defined","2","0"
"DVDReadDiskID","8007a074","Function","dvd::dvd","User Defined","2","0"
"DVDPrepareStreamAbsAsync","8007a148","Function","dvd::dvd","User Defined","1","0"
"DVDCancelStreamAsync","8007a20c","Function","dvd::dvd","User Defined","7","0"
"DVDStopSteramAtEndAsync","8007a2c8","Function","dvd::dvd","User Defined","2","0"
"DVDGetStreamErrorStatusAsync","8007a384","Function","dvd::dvd","User Defined","1","0"
"DVDGetSteramPlayAddrAsync","8007a440","Function","dvd::dvd","User Defined","1","0"
"DVDInquiryAsync","8007a4fc","Function","Global","User Defined","1","0"
"DVDReset","8007a5cc","Function","dvd::dvd","User Defined","17","0"
"DVDGetCommandBlockStatus","8007a610","Function","dvd::dvd","User Defined","7","0"
"DVDGetDriveStatus","8007a65c","Function","dvd::dvd","User Defined","2","0"
"DVDSetAutoInvalidation","8007a708","Function","dvd::dvd","User Defined","1","0"
"DVDResume","8007a718","Function","dvd::dvd","User Defined","1","0"
"DVDCancelAsync","8007a768","Function","dvd::dvd","User Defined","7","0"
"switchD","8007a7b4","Instruction Label","switchD_8007a7b4","Analysis","0","0"
"caseD_ffffffff","8007a7b8","Instruction Label","switchD_8007a7b4","Analysis","4","0"
"caseD_0","8007a7b8","Instruction Label","switchD_8007a7b4","Analysis","0","0"
"caseD_a","8007a7b8","Instruction Label","switchD_8007a7b4","Analysis","0","0"
"caseD_1","8007a7d8","Instruction Label","switchD_8007a7b4","Analysis","2","0"
"caseD_2","8007a81c","Instruction Label","switchD_8007a7b4","Analysis","2","0"
"caseD_3","8007a868","Instruction Label","switchD_8007a7b4","Analysis","2","0"
"caseD_4","8007a8e4","Instruction Label","switchD_8007a7b4","Analysis","6","0"
"caseD_5","8007a8e4","Instruction Label","switchD_8007a7b4","Analysis","0","0"
"caseD_6","8007a8e4","Instruction Label","switchD_8007a7b4","Analysis","0","0"
"caseD_7","8007a8e4","Instruction Label","switchD_8007a7b4","Analysis","0","0"
"caseD_b","8007a8e4","Instruction Label","switchD_8007a7b4","Analysis","0","0"
"caseD_8","8007a9bc","Instruction Label","switchD_8007a7b4","Analysis","13","0"
"caseD_9","8007a9bc","Instruction Label","switchD_8007a7b4","Analysis","0","0"
"DVDCancel","8007a9e4","Function","dvd::dvd","User Defined","2","0"
"DVDGetCurrentDiskID","8007aab4","Function","dvd::dvd","User Defined","2","0"
"DVDCheckDisk","8007aabc","Function","dvd::dvd","User Defined","8","0"
"switchD","8007ab48","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_1","8007ab4c","Instruction Label","switchD_8007ab48","Analysis","5","0"
"caseD_2","8007ab4c","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_9","8007ab4c","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_a","8007ab4c","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_ffffffff","8007ab54","Instruction Label","switchD_8007ab48","Analysis","8","0"
"caseD_3","8007ab54","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_4","8007ab54","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_5","8007ab54","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_6","8007ab54","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_7","8007ab54","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_b","8007ab54","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_0","8007ab5c","Instruction Label","switchD_8007ab48","Analysis","3","0"
"caseD_8","8007ab5c","Instruction Label","switchD_8007ab48","Analysis","0","0"
"caseD_d","8007ab98","Instruction Label","switchD_8007ab48","Analysis","6","0"
"__DVDPrepareResetAsync","8007abb4","Function","dvd::dvd","User Defined","1","0"
"__DVDTestAlarm","8007acd0","Function","dvd::dvd","User Defined","1","0"
"__DVDClearWaitingQueue","8007ad08","Function","dvd::dvdqueque","User Defined","5","0"
"__DVDPushWaitingQueue","8007ad40","Function","dvd::dvdqueque","User Defined","9","0"
"__DVDPopWaitingQueue","8007ada8","Function","dvd::dvdqueque","User Defined","2","0"
"__DVDCheckWaitingQueue","8007ae48","Function","dvd::dvdqueque","User Defined","1","0"
"__DVDDequeueWaitingQueue","8007aea0","Function","dvd::dvdqueque","User Defined","1","0"
"DVDDumpWaitingQueue","8007af00","Function","dvd::dvdqueque","User Defined","1","0"
"ErrorCode2Num","8007b00c","Function","dvd::dvderror","User Defined","1","0"
"__DVDStoreErrorCode","8007b128","Function","dvd::dvderror","User Defined","22","0"
"DVDCompareDiskID","8007b1a4","Function","dvd::dvdidutils","User Defined","1","0"
"__DVDPrintFatalMessage","8007b29c","Function","dvd::dvdfatal","User Defined","1","0"
"__fstLoad","8007b3a4","Function","dvd::fstload","User Defined","1","0"
"VISetPreRetraceCallback","8007b780","Function","vi::vi","User Defined","1","0"
"VISetPostRetraceCallback","8007b7c4","Function","vi::vi","User Defined","1","0"
"getTiming","8007b808","Function","vi::vi","User Defined","3","0"
"switchD","8007b82c","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_0","8007b830","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_1","8007b838","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_4","8007b840","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_5","8007b848","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_14","8007b850","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_15","8007b858","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_8","8007b860","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_9","8007b868","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_2","8007b870","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_3","8007b878","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_10","8007b880","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_11","8007b888","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_18","8007b890","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_1a","8007b898","Instruction Label","switchD_8007b82c","Analysis","2","0"
"caseD_6","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","15","0"
"caseD_7","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_a","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_b","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_c","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_d","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_e","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_f","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_12","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_13","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_16","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_17","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"caseD_19","8007b8a0","Instruction Label","switchD_8007b82c","Analysis","0","0"
"__VIInit","8007b8a8","Function","vi::vi","User Defined","1","0"
"VIInit","8007baa8","Function","vi::vi","User Defined","1","0"
"VIWaitForRetrace","8007bf58","Function","vi::vi","User Defined","13","0"
"setFbbRegs","8007bfac","Function","vi::vi","User Defined","2","0"
"setVerticalRegs","8007c280","Function","vi::vi","User Defined","2","0"
"VIConfigure","8007c420","Function","vi::vi","User Defined","5","0"
"VIFlush","8007cc48","Function","vi::vi","User Defined","9","0"
"VISetNextFrameBuffer","8007cd78","Function","vi::vi","User Defined","1","0"
"VISetNextRightFrameBuffer","8007cde4","Function","vi::vi","User Defined","4","0"
"GetCurrentDisplayPosition","8007ce60","Function","vi::vi","User Defined","1","0"
"getCurrentFieldEvenOdd","8007ce9c","Function","vi::vi","User Defined","1","0"
"VIGetNextField","8007cf04","Function","vi::vi","User Defined","1","0"
"VIGetCurrentLine","8007cfa0","Function","vi::vi","User Defined","1","0"
"VIGetTvFormat","8007d038","Function","vi::vi","User Defined","3","0"
"switchD","8007d06c","Instruction Label","switchD_8007d06c","Analysis","0","0"
"caseD_0","8007d070","Instruction Label","switchD_8007d06c","Analysis","4","0"
"caseD_3","8007d070","Instruction Label","switchD_8007d06c","Analysis","0","0"
"caseD_6","8007d070","Instruction Label","switchD_8007d06c","Analysis","0","0"
"caseD_1","8007d078","Instruction Label","switchD_8007d06c","Analysis","3","0"
"caseD_4","8007d078","Instruction Label","switchD_8007d06c","Analysis","0","0"
"caseD_2","8007d080","Instruction Label","switchD_8007d06c","Analysis","3","0"
"caseD_5","8007d080","Instruction Label","switchD_8007d06c","Analysis","0","0"
"caseD_7","8007d084","Instruction Label","switchD_8007d06c","Analysis","4","0"
"VIGetDTVStatus","8007d0a0","Function","vi::vi","User Defined","1","0"
"__VIDisplayPositionToXY","8007d0dc","Function","vi::vi","User Defined","1","0"
